id	Gemeindekennziffer	Gemeindename	Ortsname	PLZ	Bezirk	Bundesland	Lat	Lon	Einwohner_2001	KFZ-Kennzeichen	Fläche_km2	Seehöhe
43002982	21003	Glanegg	Metschach	9555	Feldkirchen	Kärnten	46.7122222	14.2405556	0	FE	25.17	490
43002983	21003	Glanegg	Paindorf	9555	Feldkirchen	Kärnten	46.7136111	14.2063889	43	FE	25.17	490
43002984	21003	Glanegg	Rottendorf	9560	Feldkirchen	Kärnten	46.7313889	14.1694444	141	FE	25.17	490
43002985	21003	Glanegg	Sankt Gandolf	9555	Feldkirchen	Kärnten	46.5500000	14.2333333	127	FE	25.17	490
43002986	21003	Glanegg	Sankt Leonhard	9556	Feldkirchen	Kärnten	46.5500000	13.8000000	1776	FE	25.17	490
43002987	21003	Glanegg	Schwambach	9555	Feldkirchen	Kärnten	46.7136111	14.2063889	88	FE	25.17	490
43002988	21003	Glanegg	Tauchendorf	9556	Feldkirchen	Kärnten	46.7311111	14.2355556	171	FE	25.17	490
43002989	21003	Glanegg	Unterglanegg	9555	Feldkirchen	Kärnten	46.7136111	14.2063889	35	FE	25.17	490
43002990	21004	Gnesau	Bergl	9563, 9564	Feldkirchen	Kärnten	46.7666667	13.9666667	24	FE	78.68	973
43002991	21004	Gnesau	Eben	9563	Feldkirchen	Kärnten	46.7847222	13.9250000	20	FE	78.68	973
43002992	21004	Gnesau	Gnesau	9563	Feldkirchen	Kärnten	46.7666667	13.9666667	425	FE	78.68	973
43002993	21004	Gnesau	Sonnleiten	9563	Feldkirchen	Kärnten	46.7538889	14.0261111	124	FE	78.68	973
43002994	21004	Gnesau	Görzberg	9563	Feldkirchen	Kärnten	46.7666667	13.9666667	24	FE	78.68	973
43002995	21004	Gnesau	Görzwinkl	9563	Feldkirchen	Kärnten	46.8166667	13.9333333	22	FE	78.68	973
43002996	21004	Gnesau	Gurk	9563	Feldkirchen	Kärnten	46.7666667	14.0000000	861	FE	78.68	973
43002997	21004	Gnesau	Haidenbach	9563	Feldkirchen	Kärnten	46.8000000	13.9000000	120	FE	78.68	973
43002998	21004	Gnesau	Maitratten	9563	Feldkirchen	Kärnten	46.7802778	13.9372222	59	FE	78.68	973
43002999	21004	Gnesau	Mitteregg	9563	Feldkirchen	Kärnten	46.8561111	14.0708333	78	FE	78.68	973
43003000	21004	Gnesau	Weißenbach	9563	Feldkirchen	Kärnten	46.6500000	13.7833333	25	FE	78.68	973
43003001	21004	Gnesau	Zedlitzdorf	9563	Feldkirchen	Kärnten	46.7991667	13.9222222	200	FE	78.68	973
43003002	21005	Himmelberg	Außerteuchen	9562	Feldkirchen	Kärnten	46.7500000	13.9666667	144	FE	56.85	672
43003003	21005	Himmelberg	Dragelsberg	9562	Feldkirchen	Kärnten	46.7666667	14.0333333	77	FE	56.85	672
43003004	21005	Himmelberg	Draschen	9560	Feldkirchen	Kärnten	46.7566667	14.0305556	11	FE	56.85	672
43003005	21005	Himmelberg	Eden	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	19	FE	56.85	672
43003006	21005	Himmelberg	Flatschach	9562	Feldkirchen	Kärnten	46.7000000	14.2333333	25	FE	56.85	672
43003007	21005	Himmelberg	Fresen	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	13	FE	56.85	672
43003008	21005	Himmelberg	Glanz	9562	Feldkirchen	Kärnten	46.7666667	13.6500000	116	FE	56.85	672
43003009	21005	Himmelberg	Grilzgraben	9562	Feldkirchen	Kärnten	46.7302778	13.9913889	19	FE	56.85	672
43003010	21005	Himmelberg	Grintschach	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	28	FE	56.85	672
43003011	21005	Himmelberg	Himmelberg	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	589	FE	56.85	672
43003012	21005	Himmelberg	Hochegg	9562	Feldkirchen	Kärnten	46.7350000	13.5600000	61	FE	56.85	672
43003013	21005	Himmelberg	Kaidern	9560	Feldkirchen	Kärnten	46.7705556	14.0702778	32	FE	56.85	672
43003014	21005	Himmelberg	Klatzenberg	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	37	FE	56.85	672
43003015	21005	Himmelberg	Kösting	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	16	FE	56.85	672
43003016	21005	Himmelberg	Kraß	9560	Feldkirchen	Kärnten	46.9833333	12.8666667	14	FE	56.85	672
43003017	21005	Himmelberg	Lassen	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	24	FE	56.85	672
43003018	21005	Himmelberg	Linz	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	57	FE	56.85	672
43003019	21005	Himmelberg	Manessen	9552	Feldkirchen	Kärnten	46.7000000	14.0000000	25	FE	56.85	672
43003020	21005	Himmelberg	Oberboden	9562	Feldkirchen	Kärnten	46.7500000	14.0166667	164	FE	56.85	672
43003021	21005	Himmelberg	Pichlern	9562	Feldkirchen	Kärnten	46.7333333	14.0666667	135	FE	56.85	672
43003022	21005	Himmelberg	Pojedl	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	73	FE	56.85	672
43003023	21005	Himmelberg	Sallach	9552	Feldkirchen	Kärnten	46.7166667	12.7166667	0	FE	56.85	672
43003024	21005	Himmelberg	Saurachberg	9562	Feldkirchen	Kärnten	46.7333333	14.0333333	85	FE	56.85	672
43003025	21005	Himmelberg	Schleichenfeld	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	66	FE	56.85	672
43003026	21005	Himmelberg	Schwaig	9562	Feldkirchen	Kärnten	46.7833333	13.4833333	94	FE	56.85	672
43003027	21005	Himmelberg	Sonnleiten	9562	Feldkirchen	Kärnten	46.7538889	14.0261111	124	FE	56.85	672
43003028	21005	Himmelberg	Spitzenbichl	9562	Feldkirchen	Kärnten	46.7566667	14.0305556	16	FE	56.85	672
43003029	21005	Himmelberg	Tiebel	9562, 9563	Feldkirchen	Kärnten	46.7666667	14.0000000	91	FE	56.85	672
43003030	21005	Himmelberg	Tiffnerwinkl	9562	Feldkirchen	Kärnten	46.7275000	14.0388889	119	FE	56.85	672
43003031	21005	Himmelberg	Tobitsch	9562	Feldkirchen	Kärnten	46.7391667	13.7775000	83	FE	56.85	672
43003032	21005	Himmelberg	Tschriet	9562	Feldkirchen	Kärnten	46.7166667	14.0166667	18	FE	56.85	672
43003033	21005	Himmelberg	Werschling	9562	Feldkirchen	Kärnten	46.7500000	14.0500000	73	FE	56.85	672
43003034	21005	Himmelberg	Winklern	9562	Feldkirchen	Kärnten	46.8736111	12.8747222	51	FE	56.85	672
43003035	21005	Himmelberg	Wöllach	9562	Feldkirchen	Kärnten	46.7661111	14.0238889	45	FE	56.85	672
43003036	21005	Himmelberg	Zedlitzberg	9562	Feldkirchen	Kärnten	46.7666667	14.0166667	59	FE	56.85	672
43003037	21006	Ossiach	Alt-Ossiach	9570	Feldkirchen	Kärnten	46.6666667	13.9833333	255	FE	17.41	510
43003038	21006	Ossiach	Ossiach	9570	Feldkirchen	Kärnten	46.6666667	13.9833333	123	FE	17.41	510
43003039	21006	Ossiach	Ostriach	9570	Feldkirchen	Kärnten	46.6630556	13.9797222	195	FE	17.41	510
43003040	21006	Ossiach	Rappitsch	9570	Feldkirchen	Kärnten	46.6780556	13.9961111	161	FE	17.41	510
43003041	21006	Ossiach	Tauern	9560	Feldkirchen	Kärnten	46.6658333	14.0150000	14	FE	17.41	510
43003042	21006	Ossiach	Untertauern	9231	Feldkirchen	Kärnten	46.6666667	13.9833333	74	FE	17.41	510
43003043	21007	Reichenau	Ebene Reichenau	9565	Feldkirchen	Kärnten	46.8500000	13.9163889	430	FE	113.99	1062
43003044	21007	Reichenau	Falkertsee	9564, 9565	Feldkirchen	Kärnten	46.8500000	13.9163889	17	FE	113.99	1062
43003045	21007	Reichenau	Hinterkoflach	9565	Feldkirchen	Kärnten	46.8500000	13.8666667	99	FE	113.99	1062
43003046	21007	Reichenau	Lassen	9564	Feldkirchen	Kärnten	46.8500000	13.9163889	24	FE	113.99	1062
43003047	21007	Reichenau	Lorenzenberg	9565	Feldkirchen	Kärnten	46.6333333	14.9833333	60	FE	113.99	1062
43003048	21007	Reichenau	Mitterdorf	9564	Feldkirchen	Kärnten	46.8977778	14.2727778	17	FE	113.99	1062
43003049	21007	Reichenau	Patergassen	9564	Feldkirchen	Kärnten	46.8158333	13.8722222	239	FE	113.99	1062
43003050	21007	Reichenau	Plaß	9564	Feldkirchen	Kärnten	46.8500000	13.9163889	40	FE	113.99	1062
43003051	21007	Reichenau	Sankt Lorenzen	9565	Feldkirchen	Kärnten	46.7047222	12.7838889	36	FE	113.99	1062
43003052	21007	Reichenau	Sankt Margarethen	9564	Feldkirchen	Kärnten	46.6833333	14.9166667	79	FE	113.99	1062
43003053	21007	Reichenau	Saureggen	9565	Feldkirchen	Kärnten	46.8861111	13.8963889	28	FE	113.99	1062
43003054	21007	Reichenau	Schuß	9565	Feldkirchen	Kärnten	46.8500000	13.9000000	74	FE	113.99	1062
43003055	21007	Reichenau	Seebach	9565	Feldkirchen	Kärnten	46.6166667	13.8666667	78	FE	113.99	1062
43003056	21007	Reichenau	Turracherhöhe	9565	Feldkirchen	Kärnten	46.8500000	13.9163889	57	FE	113.99	1062
43003057	21007	Reichenau	Vorderkoflach	9564	Feldkirchen	Kärnten	46.8333333	13.8333333	75	FE	113.99	1062
43003058	21007	Reichenau	Vorwald	9564	Feldkirchen	Kärnten	46.8313889	13.8627778	258	FE	113.99	1062
43003059	21007	Reichenau	Waidach	9565	Feldkirchen	Kärnten	46.8500000	13.9163889	227	FE	113.99	1062
43003060	21007	Reichenau	Wiederschwing	9564	Feldkirchen	Kärnten	46.7333333	13.5666667	45	FE	113.99	1062
43003061	21007	Reichenau	Wiedweg	9564	Feldkirchen	Kärnten	46.8186111	13.8586111	103	FE	113.99	1062
43003062	21007	Reichenau	Winkl	9565	Feldkirchen	Kärnten	46.7833333	13.5833333	226	FE	113.99	1062
43003063	21007	Reichenau	Rottenstein	9564	Feldkirchen	Kärnten	46.7833333	13.2333333	128	FE	113.99	1062
43003064	21008	Sankt Urban	Retschitz-Simonhöhe	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	24	FE	27.27	792
43003065	21008	Sankt Urban	Agsdorf	9560	Feldkirchen	Kärnten	46.7333333	14.1500000	302	FE	27.27	792
43003066	21008	Sankt Urban	Agsdorf-Gegend	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	19	FE	27.27	792
43003067	21008	Sankt Urban	Bach	9560	Feldkirchen	Kärnten	46.6166667	13.5333333	67	FE	27.27	792
43003068	21008	Sankt Urban	Bach-Sankt Urban	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	56	FE	27.27	792
43003069	21008	Sankt Urban	Eggen	9560	Feldkirchen	Kärnten	46.7500000	14.2333333	22	FE	27.27	792
43003070	21008	Sankt Urban	Gall	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	33	FE	27.27	792
43003071	21008	Sankt Urban	Gasmai	9556	Feldkirchen	Kärnten	46.6666667	13.9500000	14	FE	27.27	792
43003072	21008	Sankt Urban	Göschl	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	0	FE	27.27	792
43003073	21008	Sankt Urban	Grai	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	12	FE	27.27	792
43003074	21008	Sankt Urban	Hafenberg	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	19	FE	27.27	792
43003075	21008	Sankt Urban	Kleingradenegg	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	0	FE	27.27	792
43003076	21008	Sankt Urban	Lawesen	9560	Feldkirchen	Kärnten	46.7666667	14.1500000	11	FE	27.27	792
43003077	21008	Sankt Urban	Oberdorf	9560	Feldkirchen	Kärnten	46.8166667	13.4833333	148	FE	27.27	792
43003078	21008	Sankt Urban	Reggen	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	87	FE	27.27	792
43003079	21008	Sankt Urban	Retschitz	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	50	FE	27.27	792
43003080	21008	Sankt Urban	Rittolach	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	0	FE	27.27	792
43003081	21008	Sankt Urban	Rogg	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	68	FE	27.27	792
43003082	21008	Sankt Urban	Sankt Paul	9560	Feldkirchen	Kärnten	46.7333333	13.6333333	106	FE	27.27	792
43003083	21008	Sankt Urban	Sankt Urban	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	25	FE	27.27	792
43003084	21008	Sankt Urban	Stattenberg	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	46	FE	27.27	792
43003085	21008	Sankt Urban	Trenk	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	80	FE	27.27	792
43003086	21008	Sankt Urban	Tumpf	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	15	FE	27.27	792
43003087	21008	Sankt Urban	Zirkitz	9560	Feldkirchen	Kärnten	46.7666667	14.1833333	30	FE	27.27	792
43003088	21008	Sankt Urban	Zwattendorf	9560	Feldkirchen	Kärnten	46.7333333	14.2000000	25	FE	27.27	792
43003089	21008	Sankt Urban	Gößeberg	9560	Feldkirchen	Kärnten	46.6666667	13.9500000	10	FE	27.27	792
43003090	21009	Steindorf am Ossiacher See	Apetig	9560	Feldkirchen	Kärnten	46.6983333	14.0091667	39	FE	29.60	510
43003091	21009	Steindorf am Ossiacher See	Bichl	9560	Feldkirchen	Kärnten	46.6983333	14.0091667	20	FE	29.60	510
43003092	21009	Steindorf am Ossiacher See	Bodensdorf	9551	Feldkirchen	Kärnten	46.6911111	13.9711111	1021	FE	29.60	510
43003093	21009	Steindorf am Ossiacher See	Burg	9551	Feldkirchen	Kärnten	46.6983333	14.0091667	24	FE	29.60	510
43003094	21009	Steindorf am Ossiacher See	Burgrad	9560	Feldkirchen	Kärnten	46.6983333	14.0091667	0	FE	29.60	510
43003095	21009	Steindorf am Ossiacher See	Golk	9552	Feldkirchen	Kärnten	46.6983333	14.0091667	16	FE	29.60	510
43003096	21009	Steindorf am Ossiacher See	Langacker	9560	Feldkirchen	Kärnten	46.6983333	14.0091667	28	FE	29.60	510
43003097	21009	Steindorf am Ossiacher See	Nadling	9560	Feldkirchen	Kärnten	46.7166667	14.0333333	217	FE	29.60	510
43003098	21009	Steindorf am Ossiacher See	Ossiachberg	9551, 9552	Feldkirchen	Kärnten	46.6666667	13.9000000	34	FE	29.60	510
43003099	21009	Steindorf am Ossiacher See	Pfaffendorf	9560	Feldkirchen	Kärnten	46.7166667	14.9000000	126	FE	29.60	510
43003100	21009	Steindorf am Ossiacher See	Regin	9560	Feldkirchen	Kärnten	46.6983333	14.0091667	23	FE	29.60	510
43003101	21009	Steindorf am Ossiacher See	Sankt Urban	9551	Feldkirchen	Kärnten	46.6666667	13.9500000	25	FE	29.60	510
43003102	21009	Steindorf am Ossiacher See	Sonnberg	9552	Feldkirchen	Kärnten	46.8980556	13.0333333	159	FE	29.60	510
43003103	21009	Steindorf am Ossiacher See	Steindorf am Ossiacher See	9552	Feldkirchen	Kärnten	46.6983333	14.0091667	479	FE	29.60	510
43003104	21009	Steindorf am Ossiacher See	Stiegl	9551, 9552	Feldkirchen	Kärnten	46.7000000	13.9833333	338	FE	29.60	510
43003105	21009	Steindorf am Ossiacher See	Tiffen	9560	Feldkirchen	Kärnten	46.7075000	14.0602778	199	FE	29.60	510
43003106	21009	Steindorf am Ossiacher See	Tratten	9551	Feldkirchen	Kärnten	46.6258333	13.5386111	105	FE	29.60	510
43003107	21009	Steindorf am Ossiacher See	Tscherneitsch	9560	Feldkirchen	Kärnten	46.6983333	14.0091667	10	FE	29.60	510
43003108	21009	Steindorf am Ossiacher See	Tschöran	9551	Feldkirchen	Kärnten	46.6791667	13.9616667	456	FE	29.60	510
43003109	21009	Steindorf am Ossiacher See	Unterberg	9551	Feldkirchen	Kärnten	46.7272222	13.5819444	64	FE	29.60	510
43003110	21009	Steindorf am Ossiacher See	Winkl Ossiachberg	9551	Feldkirchen	Kärnten	46.7000000	13.9500000	65	FE	29.60	510
43003111	21010	Steuerberg	Dölnitz	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	33	FE	32.77	782
43003112	21010	Steuerberg	Edern	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	26	FE	32.77	782
43003113	21010	Steuerberg	Edling	9560	Feldkirchen	Kärnten	46.6166667	13.5166667	97	FE	32.77	782
43003114	21010	Steuerberg	Felfern	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	22	FE	32.77	782
43003115	21010	Steuerberg	Fuchsgruben	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	76	FE	32.77	782
43003116	21010	Steuerberg	Glabegg	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	10	FE	32.77	782
43003117	21010	Steuerberg	Goggau	9560	Feldkirchen	Kärnten	46.8000000	14.1500000	31	FE	32.77	782
43003118	21010	Steuerberg	Graben	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	13	FE	32.77	782
43003119	21010	Steuerberg	Hart	9560	Feldkirchen	Kärnten	46.5666667	13.8000000	11	FE	32.77	782
43003120	21010	Steuerberg	Hinterwachsenberg	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	0	FE	32.77	782
43003121	21010	Steuerberg	Jeinitz	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	25	FE	32.77	782
43003122	21010	Steuerberg	Kerschdorf	9560	Feldkirchen	Kärnten	46.6208333	13.5677778	162	FE	32.77	782
43003123	21010	Steuerberg	Köttern	9560	Feldkirchen	Kärnten	46.7886111	14.0711111	77	FE	32.77	782
43003124	21010	Steuerberg	Kraßnitz	9560	Feldkirchen	Kärnten	46.8833333	14.2166667	27	FE	32.77	782
43003125	21010	Steuerberg	Niederwinklern	9560	Feldkirchen	Kärnten	46.7833333	14.1333333	30	FE	32.77	782
43003126	21010	Steuerberg	Pölling	9560	Feldkirchen	Kärnten	46.6808333	13.8569444	22	FE	32.77	782
43003127	21010	Steuerberg	Prapra	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	19	FE	32.77	782
43003128	21010	Steuerberg	Regenfeld	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	37	FE	32.77	782
43003129	21010	Steuerberg	Rennweg	9560	Feldkirchen	Kärnten	47.0166667	13.6166667	445	FE	32.77	782
43003130	21010	Steuerberg	Rotapfel	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	56	FE	32.77	782
43003131	21010	Steuerberg	Sallas	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	0	FE	32.77	782
43003132	21010	Steuerberg	Sankt Martin	9560	Feldkirchen	Kärnten	46.6205556	13.8066667	13	FE	32.77	782
43003133	21010	Steuerberg	Sassl	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	0	FE	32.77	782
43003134	21010	Steuerberg	Severgraben	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	0	FE	32.77	782
43003135	21010	Steuerberg	Steuerberg	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	131	FE	32.77	782
43003136	21010	Steuerberg	Thörl	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	0	FE	32.77	782
43003137	21010	Steuerberg	Unterhof	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	44	FE	32.77	782
43003138	21010	Steuerberg	Wabl	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	28	FE	32.77	782
43003139	21010	Steuerberg	Wachsenberg	9560	Feldkirchen	Kärnten	46.7666667	14.1000000	28	FE	32.77	782
43003140	21010	Steuerberg	Wiggis	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	0	FE	32.77	782
43003141	21010	Steuerberg	Eden	9560	Feldkirchen	Kärnten	46.7833333	14.1166667	19	FE	32.77	782
43003142	30101	Krems an der Donau	Gneixendorf	3500	Krems an der Donau (Stadt)	Niederösterreich	48.4333333	15.6000000	462	KS	51.61	203
43003143	30101	Krems an der Donau	Krems an der Donau	3500	Krems an der Donau (Stadt)	Niederösterreich	48.4166667	15.6000000	12500	KS	51.61	203
43003144	30101	Krems an der Donau	Landersdorf	3500	Krems an der Donau (Stadt)	Niederösterreich	48.3166667	15.5666667	911	KS	51.61	203
43003145	30101	Krems an der Donau	Lerchenfeld	3500	Krems an der Donau (Stadt)	Niederösterreich	49.0000000	15.0333333	3802	KS	51.61	203
43003146	30101	Krems an der Donau	Rehberg	3500, 3541	Krems an der Donau (Stadt)	Niederösterreich	48.4166667	15.5833333	1558	KS	51.61	203
43003147	30101	Krems an der Donau	Stein an der Donau	3500	Krems an der Donau (Stadt)	Niederösterreich	48.4000000	15.5833333	2332	KS	51.61	203
43003148	30101	Krems an der Donau	Egelsee	3500	Krems an der Donau (Stadt)	Niederösterreich	48.2000000	15.6666667	1014	KS	51.61	203
43003149	30101	Krems an der Donau	Scheibenhof	3500	Krems an der Donau (Stadt)	Niederösterreich	48.4166667	15.5333333	97	KS	51.61	203
43003150	30101	Krems an der Donau	Angern	3506	Krems an der Donau (Stadt)	Niederösterreich	48.3000000	15.7333333	164	KS	51.61	203
43003151	30101	Krems an der Donau	Brunnkirchen	3511	Krems an der Donau (Stadt)	Niederösterreich	48.4166667	15.6000000	204	KS	51.61	203
43003152	30101	Krems an der Donau	Hollenburg	3506	Krems an der Donau (Stadt)	Niederösterreich	48.3666667	15.6833333	387	KS	51.61	203
43003153	30101	Krems an der Donau	Thallern	3511	Krems an der Donau (Stadt)	Niederösterreich	48.0500000	16.2833333	282	KS	51.61	203
43003154	30201	Sankt Pölten	Harland	3100, 3104	Sankt Pölten (Stadt)	Niederösterreich	48.1500000	14.9833333	1415	P	108.53	271
43003155	30201	Sankt Pölten	Oberradlberg	3105	Sankt Pölten (Stadt)	Niederösterreich	48.2333333	15.6666667	289	P	108.53	271
43003156	30201	Sankt Pölten	Oberwagram	3100	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6833333	3526	P	108.53	271
43003157	30201	Sankt Pölten	Ragelsdorf	3107	Sankt Pölten (Stadt)	Niederösterreich	48.2500000	15.6500000	154	P	108.53	271
43003158	30201	Sankt Pölten	Sankt Pölten	3100, 3107	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	20862	P	108.53	271
43003159	30201	Sankt Pölten	Spratzern	3100	Sankt Pölten (Stadt)	Niederösterreich	48.1666667	15.6166667	6245	P	108.53	271
43003160	30201	Sankt Pölten	Stattersdorf	3100, 3104	Sankt Pölten (Stadt)	Niederösterreich	48.1833333	15.6333333	1668	P	108.53	271
43003161	30201	Sankt Pölten	Teufelhof	3100	Sankt Pölten (Stadt)	Niederösterreich	48.1833333	15.6166667	462	P	108.53	271
43003162	30201	Sankt Pölten	Unterradlberg	3105	Sankt Pölten (Stadt)	Niederösterreich	48.2500000	15.6666667	871	P	108.53	271
43003163	30201	Sankt Pölten	Unterwagram	3100	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6500000	2305	P	108.53	271
43003164	30201	Sankt Pölten	Viehofen	3100, 3107	Sankt Pölten (Stadt)	Niederösterreich	48.2166667	15.6166667	3598	P	108.53	271
43003165	30201	Sankt Pölten	Völtendorf	3100	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	107	P	108.53	271
43003166	30201	Sankt Pölten	Waitzendorf	3100	Sankt Pölten (Stadt)	Niederösterreich	48.2333333	15.6000000	349	P	108.53	271
43003167	30201	Sankt Pölten	Weitern	3107	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	174	P	108.53	271
43003168	30201	Sankt Pölten	Witzendorf	3100	Sankt Pölten (Stadt)	Niederösterreich	48.2166667	15.5833333	99	P	108.53	271
43003169	30201	Sankt Pölten	Pengersdorf	3140	Sankt Pölten (Stadt)	Niederösterreich	47.5833333	16.2166667	61	P	108.53	271
43003170	30201	Sankt Pölten	Pottenbrunn	3140	Sankt Pölten (Stadt)	Niederösterreich	48.2333333	15.7000000	2042	P	108.53	271
43003171	30201	Sankt Pölten	Wasserburg	3140	Sankt Pölten (Stadt)	Niederösterreich	48.2500000	15.7166667	87	P	108.53	271
43003172	30201	Sankt Pölten	Zwerndorf	3140	Sankt Pölten (Stadt)	Niederösterreich	48.3333333	16.8333333	65	P	108.53	271
43003173	30201	Sankt Pölten	Hafing	3100	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.5833333	43	P	108.53	271
43003174	30201	Sankt Pölten	Matzersdorf	3385	Sankt Pölten (Stadt)	Niederösterreich	48.1666667	15.5666667	27	P	108.53	271
43003175	30201	Sankt Pölten	Nadelbach	3100	Sankt Pölten (Stadt)	Niederösterreich	48.1833333	15.6000000	75	P	108.53	271
43003176	30201	Sankt Pölten	Pummersdorf	3100	Sankt Pölten (Stadt)	Niederösterreich	48.1833333	15.5666667	124	P	108.53	271
43003177	30201	Sankt Pölten	Schwadorf	3100	Sankt Pölten (Stadt)	Niederösterreich	48.0666667	16.5833333	39	P	108.53	271
43003178	30201	Sankt Pölten	Altmannsdorf	3104	Sankt Pölten (Stadt)	Niederösterreich	48.1500000	15.6500000	139	P	108.53	271
43003179	30201	Sankt Pölten	Windpassing	3104	Sankt Pölten (Stadt)	Niederösterreich	48.1500000	15.6333333	44	P	108.53	271
43003180	30201	Sankt Pölten	Ratzersdorf an der Traisen	3100	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	560	P	108.53	271
43003181	30201	Sankt Pölten	Ober-Zwischenbrunn	3100	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	74	P	108.53	271
43003182	30201	Sankt Pölten	Unter-Zwischenbrunn	3100	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	48	P	108.53	271
43003183	30201	Sankt Pölten	Dörfl	3151	Sankt Pölten (Stadt)	Niederösterreich	47.7000000	15.8000000	14	P	108.53	271
43003184	30201	Sankt Pölten	Eggendorf	3151	Sankt Pölten (Stadt)	Niederösterreich	48.1333333	15.6166667	1206	P	108.53	271
43003185	30201	Sankt Pölten	Ganzendorf	3151	Sankt Pölten (Stadt)	Niederösterreich	48.1333333	15.6166667	111	P	108.53	271
43003186	30201	Sankt Pölten	Hart	3151	Sankt Pölten (Stadt)	Niederösterreich	47.6666667	16.2000000	891	P	108.53	271
43003187	30201	Sankt Pölten	Kreisberg	3151	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	24	P	108.53	271
43003188	30201	Sankt Pölten	Mühlgang	3151	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	429	P	108.53	271
43003189	30201	Sankt Pölten	Ochsenburg	3151	Sankt Pölten (Stadt)	Niederösterreich	48.1333333	15.6333333	318	P	108.53	271
43003190	30201	Sankt Pölten	Reitzersdorf	3151	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	0	P	108.53	271
43003191	30201	Sankt Pölten	Sankt Georgen am Steinfelde	3151	Sankt Pölten (Stadt)	Niederösterreich	48.1333333	15.6000000	369	P	108.53	271
43003192	30201	Sankt Pölten	Steinfeld	3151	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	118	P	108.53	271
43003193	30201	Sankt Pölten	Wörth	3151	Sankt Pölten (Stadt)	Niederösterreich	47.6666667	15.9666667	55	P	108.53	271
43003194	30201	Sankt Pölten	Wetzersdorf	3151	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	13	P	108.53	271
43003195	30201	Sankt Pölten	Wolfenberg	3151	Sankt Pölten (Stadt)	Niederösterreich	48.2000000	15.6333333	14	P	108.53	271
43003196	30301	Waidhofen an der Ybbs	Waidhofen an der Ybbs	3340	Waidhofen an der Ybbs (Stadt)	Niederösterreich	47.9666667	14.7666667	4559	WY	131.57	362
