id	Gemeindekennziffer	Gemeindename	Ortsname	PLZ	Bezirk	Bundesland	Lat	Lon	Einwohner_2001	KFZ-Kennzeichen	Fläche_km2	Seehöhe
43015740	61115	Sankt Stefan ob Leoben	Zmöllach	8713	Leoben	Steiermark	47.3500000	14.9666667	44	LN	78.72	588
43015741	61116	Traboch	Madstein	8770, 8772	Leoben	Steiermark	47.3666667	15.0000000	140	LN	12.52	628
43015742	61116	Traboch	Stadlhof	8770, 8772	Leoben	Steiermark	47.3666667	14.9833333	274	LN	12.52	628
43015743	61116	Traboch	Timmersdorf	8772	Leoben	Steiermark	47.3666667	14.9500000	509	LN	12.52	628
43015744	61116	Traboch	Traboch	8772, 8792	Leoben	Steiermark	47.3666667	14.9833333	434	LN	12.52	628
43015745	61117	Trofaiach	Trofaiach	8793	Leoben	Steiermark	47.4166667	15.0000000	8385	LN	5.02	658
43015746	61118	Vordernberg	Vordernberg	8794	Leoben	Steiermark	47.4666667	15.0000000	1391	LN	27.75	839
43015747	61119	Wald am Schoberpaß	Liesing	8781	Leoben	Steiermark	47.3833333	14.9333333	82	LN	90.43	841
43015748	61119	Wald am Schoberpaß	Melling	8781	Leoben	Steiermark	47.4500000	14.7000000	0	LN	90.43	841
43015749	61119	Wald am Schoberpaß	Wald am Schoberpaß	8781	Leoben	Steiermark	47.4500000	14.6666667	685	LN	90.43	841
43015750	61201	Admont	Admont	8911	Liezen	Steiermark	47.5666667	14.4500000	2286	LI	75.98	640
43015751	61201	Admont	Aigen	8911	Liezen	Steiermark	46.7666667	15.2833333	138	LI	75.98	640
43015752	61201	Admont	Krumau	8911	Liezen	Steiermark	47.5833333	14.5166667	213	LI	75.98	640
43015753	61202	Aich	Aich	8962, 8966	Liezen	Steiermark	47.5333333	14.1500000	571	LI	24.68	694
43015754	61202	Aich	Assach	8965, 8966	Liezen	Steiermark	47.4166667	13.8333333	245	LI	24.68	694
43015755	61203	Aigen im Ennstal	Aich	8943	Liezen	Steiermark	47.5333333	14.1500000	571	LI	86.40	652
43015756	61203	Aigen im Ennstal	Aigen im Ennstal	8943	Liezen	Steiermark	47.5166667	14.1333333	334	LI	86.40	652
43015757	61203	Aigen im Ennstal	Aiglern	8943	Liezen	Steiermark	47.5333333	14.1666667	14	LI	86.40	652
43015758	61203	Aigen im Ennstal	Fischern	8940	Liezen	Steiermark	47.5333333	14.2000000	39	LI	86.40	652
43015759	61203	Aigen im Ennstal	Gatschen	8943, 8952	Liezen	Steiermark	47.5000000	14.1333333	209	LI	86.40	652
43015760	61203	Aigen im Ennstal	Hohenberg	8943	Liezen	Steiermark	47.1166667	15.7166667	103	LI	86.40	652
43015761	61203	Aigen im Ennstal	Ketten	8943	Liezen	Steiermark	47.5333333	14.1500000	307	LI	86.40	652
43015762	61203	Aigen im Ennstal	Lantschern	8943, 8952	Liezen	Steiermark	47.5166667	14.1333333	459	LI	86.40	652
43015763	61203	Aigen im Ennstal	Mitteregg	8943	Liezen	Steiermark	46.8000000	15.4500000	96	LI	86.40	652
43015764	61203	Aigen im Ennstal	Quilk	8943	Liezen	Steiermark	47.5000000	14.1500000	49	LI	86.40	652
43015765	61203	Aigen im Ennstal	Ritzmannsdorf	8943	Liezen	Steiermark	47.5166667	14.1500000	138	LI	86.40	652
43015766	61203	Aigen im Ennstal	Sallaberg	8943, 8952	Liezen	Steiermark	47.5166667	14.1166667	299	LI	86.40	652
43015767	61203	Aigen im Ennstal	Schlattham	8952	Liezen	Steiermark	47.5166667	14.1166667	220	LI	86.40	652
43015768	61203	Aigen im Ennstal	Tachenberg	8943	Liezen	Steiermark	47.5166667	14.1500000	163	LI	86.40	652
43015769	61203	Aigen im Ennstal	Vorberg	8943	Liezen	Steiermark	47.4000000	13.6333333	60	LI	86.40	652
43015770	61204	Altaussee	Altaussee	8992	Liezen	Steiermark	47.6333333	13.7666667	338	LI	92.57	719
43015771	61204	Altaussee	Fischerndorf	8992	Liezen	Steiermark	47.6333333	13.7666667	303	LI	92.57	719
43015772	61204	Altaussee	Lichtersberg	8992	Liezen	Steiermark	47.6333333	13.7333333	368	LI	92.57	719
43015773	61204	Altaussee	Lupitsch	8992	Liezen	Steiermark	47.6333333	13.7666667	288	LI	92.57	719
43015774	61204	Altaussee	Puchen	8992	Liezen	Steiermark	47.6333333	13.7666667	586	LI	92.57	719
43015775	61205	Altenmarkt bei Sankt Gallen	Altenmarkt bei Sankt Gallen	8934	Liezen	Steiermark	47.7166667	14.6333333	867	LI	43.27	467
43015776	61205	Altenmarkt bei Sankt Gallen	Eßling	8934	Liezen	Steiermark	47.7166667	14.6333333	74	LI	43.27	467
43015777	61206	Ardning	Ardning	8904	Liezen	Steiermark	47.5833333	14.3500000	790	LI	34.03	696
43015778	61206	Ardning	Frauenberg	8904, 8911	Liezen	Steiermark	46.7666667	15.5166667	70	LI	34.03	696
43015779	61206	Ardning	Pürgschachen	8904	Liezen	Steiermark	47.5833333	14.3333333	168	LI	34.03	696
43015780	61207	Bad Aussee	Anger	8990	Liezen	Steiermark	47.2666667	15.6833333	117	LI	82.04	659
43015781	61207	Bad Aussee	Bad Aussee	8990	Liezen	Steiermark	47.6000000	13.7833333	1132	BA	82.04	659
43015782	61207	Bad Aussee	Eselsbach	8990	Liezen	Steiermark	47.6000000	13.7833333	489	LI	82.04	659
43015783	61207	Bad Aussee	Gallhof	8990	Liezen	Steiermark	47.6000000	13.8166667	265	LI	82.04	659
43015784	61207	Bad Aussee	Gschlößl	8990	Liezen	Steiermark	47.6000000	13.8333333	164	LI	82.04	659
43015785	61207	Bad Aussee	Lerchenreith	8990	Liezen	Steiermark	47.6000000	13.7666667	755	LI	82.04	659
43015786	61207	Bad Aussee	Obertressen	8990	Liezen	Steiermark	47.6166667	13.7833333	675	LI	82.04	659
43015787	61207	Bad Aussee	Reitern	8990	Liezen	Steiermark	47.6000000	13.7500000	361	LI	82.04	659
43015788	61207	Bad Aussee	Reith	8990	Liezen	Steiermark	46.9500000	15.8000000	118	LI	82.04	659
43015789	61207	Bad Aussee	Sarstein	8990	Liezen	Steiermark	47.6000000	13.7333333	147	LI	82.04	659
43015790	61207	Bad Aussee	Unterkainisch	8990	Liezen	Steiermark	47.6000000	13.7833333	306	LI	82.04	659
43015791	61208	Donnersbach	Donnersbach	8953	Liezen	Steiermark	47.4613889	14.1297222	315	LI	63.37	713
43015792	61208	Donnersbach	Erlsberg	8952, 8953	Liezen	Steiermark	47.4666667	14.1333333	392	LI	63.37	713
43015793	61208	Donnersbach	Fuchsberg	8953	Liezen	Steiermark	47.4500000	14.1000000	21	LI	63.37	713
43015794	61208	Donnersbach	Furrach	8953	Liezen	Steiermark	47.4333333	14.1500000	55	LI	63.37	713
43015795	61208	Donnersbach	Ilgenberg	8953	Liezen	Steiermark	47.4500000	14.1500000	156	LI	63.37	713
43015796	61208	Donnersbach	Ritzenberg	8953	Liezen	Steiermark	47.4666667	14.1000000	50	LI	63.37	713
43015797	61208	Donnersbach	Winklern	8952, 8953	Liezen	Steiermark	47.4833333	14.1333333	122	LI	63.37	713
43015798	61208	Donnersbach	Planneralm	8953	Liezen	Steiermark	47.4613889	14.1297222	20	LI	63.37	713
43015799	61209	Donnersbachwald	Donnersbachwald	8953	Liezen	Steiermark			365	LI	114.29	960
43015800	61210	Gaishorn am See	Au bei Gaishorn am See	8783	Liezen	Steiermark			396	LI	40.49	723
43015801	61210	Gaishorn am See	Gaishorn am See	8783	Liezen	Steiermark			692	LI	40.49	723
43015802	61211	Gams bei Hieflau	Gams bei Hieflau	8922	Liezen	Steiermark	47.6666667	14.7833333	645	LI	46.42	539
43015803	61212	Gössenberg	Auberg	8965, 8966	Liezen	Steiermark	46.8000000	15.9500000	68	LI	31.91	950
43015804	61212	Gössenberg	Gössenberg	8966	Liezen	Steiermark	47.4166667	13.8166667	152	LI	31.91	950
43015805	61212	Gössenberg	Petersberg	8967	Liezen	Steiermark	47.4000000	13.8000000	74	LI	31.91	950
43015806	61213	Gröbming	Gröbming	8962	Liezen	Steiermark	47.4333333	13.9000000	2499	LI	66.94	770
43015807	61214	Großsölk	Großsölk	8961	Liezen	Steiermark	47.4166667	13.9666667	525	LI	20.83	694
43015808	61215	Grundlsee	Archkogl	8993	Liezen	Steiermark	47.6166667	13.8166667	222	LI	152.23	732
43015809	61215	Grundlsee	Bräuhof	8993	Liezen	Steiermark	47.6166667	13.8166667	403	LI	152.23	732
43015810	61215	Grundlsee	Gößl	8993	Liezen	Steiermark	47.6333333	13.9000000	377	LI	152.23	732
43015811	61215	Grundlsee	Mosern	8993	Liezen	Steiermark	47.6166667	13.8166667	202	LI	152.23	732
43015812	61215	Grundlsee	Untertressen	8993	Liezen	Steiermark	47.6333333	13.8000000	79	LI	152.23	732
43015813	61216	Hall	Hall	8911	Liezen	Steiermark	47.6000000	14.4500000	1832	LI	50.71	682
43015814	61217	Haus	Birnberg	8967	Liezen	Steiermark	47.4166667	13.7166667	154	LI	81.77	774
43015815	61217	Haus	Ennsling	8966, 8967	Liezen	Steiermark	47.4166667	13.7833333	422	LI	81.77	774
43015816	61217	Haus	Gumpenberg	8967	Liezen	Steiermark	47.4000000	13.7833333	77	LI	81.77	774
43015817	61217	Haus	Haus	8967	Liezen	Steiermark	47.4000000	13.7666667	901	LI	81.77	774
43015818	61217	Haus	Lehen	8967, 8970	Liezen	Steiermark	47.4166667	13.7166667	165	LI	81.77	774
43015819	61217	Haus	Oberhaus	8967	Liezen	Steiermark	47.4000000	13.7333333	193	LI	81.77	774
43015820	61217	Haus	Oberhausberg	8967, 8970	Liezen	Steiermark	47.4000000	13.7500000	54	LI	81.77	774
43015821	61217	Haus	Weißenbach	8967	Liezen	Steiermark	47.4333333	15.9166667	176	LI	81.77	774
43015822	61218	Irdning	Altirdning	8952	Liezen	Steiermark	47.5000000	14.0833333	479	LI	21.95	673
43015823	61218	Irdning	Bleiberg	8952	Liezen	Steiermark	47.5000000	14.1000000	120	LI	21.95	673
43015824	61218	Irdning	Falkenburg	8952	Liezen	Steiermark	47.5000000	14.0833333	921	LI	21.95	673
43015825	61218	Irdning	Irdning	8952	Liezen	Steiermark	47.5000000	14.1000000	725	LI	21.95	673
43015826	61218	Irdning	Kienach	8952	Liezen	Steiermark	47.4905556	14.0766667	88	LI	21.95	673
43015827	61218	Irdning	Raumberg	8952	Liezen	Steiermark	47.4833333	14.1000000	299	LI	21.95	673
43015828	61219	Johnsbach	Johnsbach	8912	Liezen	Steiermark	47.5333333	14.5833333	173	LI	97.71	853
43015829	61220	Kleinsölk	Kleinsölk	8961	Liezen	Steiermark	47.3944444	13.9394444	604	LI	132.29	989
43015830	61221	Landl	Großreifling	8931	Liezen	Steiermark	47.6666667	14.7166667	276	LI	104.33	546
43015831	61221	Landl	Kirchenlandl	8921, 8931	Liezen	Steiermark	47.6500000	14.7166667	466	LI	104.33	546
43015832	61221	Landl	Krippau	8931	Liezen	Steiermark	47.6833333	14.7000000	95	LI	104.33	546
43015833	61221	Landl	Lainbach	8921	Liezen	Steiermark	47.6333333	14.7666667	61	LI	104.33	546
43015834	61221	Landl	Mooslandl	8921, 8931	Liezen	Steiermark	47.6500000	14.7666667	459	LI	104.33	546
43015835	61222	Lassing	Gatschling	8903	Liezen	Steiermark	47.5333333	14.2833333	63	LI	37.16	782
43015836	61222	Lassing	Neusiedl	8903	Liezen	Steiermark	47.1666667	15.9333333	133	LI	37.16	782
43015837	61222	Lassing	Sonnberg	8903	Liezen	Steiermark	47.4666667	15.4833333	101	LI	37.16	782
43015838	61222	Lassing	Fuchslucken	8903	Liezen	Steiermark	47.5500000	14.2166667	0	LI	37.16	782
43015839	61222	Lassing	Heuberg	8903	Liezen	Steiermark	47.5333333	14.2333333	78	LI	37.16	782
43015840	61222	Lassing	Schattenberg	8903, 8940	Liezen	Steiermark	47.5333333	14.2166667	153	LI	37.16	782
43015841	61222	Lassing	Spiegelsberg	8903	Liezen	Steiermark	47.5500000	14.2333333	47	LI	37.16	782
43015842	61222	Lassing	Stein	8940	Liezen	Steiermark	47.5500000	14.1166667	505	LI	37.16	782
43015843	61222	Lassing	Treschmitz	8903	Liezen	Steiermark	47.5333333	14.2500000	0	LI	37.16	782
43015844	61222	Lassing	Trojach	8903	Liezen	Steiermark	47.5333333	14.2500000	95	LI	37.16	782
43015845	61222	Lassing	Unterberg	8903	Liezen	Steiermark	47.5333333	14.2333333	25	LI	37.16	782
43015846	61222	Lassing	Wieden	8903	Liezen	Steiermark	46.7666667	15.2500000	110	LI	37.16	782
43015847	61222	Lassing	Altlassing	8903	Liezen	Steiermark	47.5333333	14.2666667	146	LI	37.16	782
43015848	61222	Lassing	Burgfried	8900, 8903	Liezen	Steiermark	47.5333333	14.3000000	535	LI	37.16	782
43015849	61222	Lassing	Döllach	8940	Liezen	Steiermark	47.5500000	14.2000000	146	LI	37.16	782
43015850	61222	Lassing	Lassing-Kirchdorf	8903	Liezen	Steiermark	47.5166667	14.2666667	313	LI	37.16	782
43015851	61222	Lassing	Moos	8903	Liezen	Steiermark	46.7666667	15.2500000	226	LI	37.16	782
43015852	61222	Lassing	Niedermoos	8903	Liezen	Steiermark	47.5166667	14.2666667	82	LI	37.16	782
43015853	61223	Liezen	Liezen	8940	Liezen	Steiermark	47.5666667	14.2333333	6515	LI	56.36	664
43015854	61223	Liezen	Pyhrn	8940	Liezen	Steiermark	47.6000000	14.2666667	293	LI	56.36	664
43015855	61223	Liezen	Reithtal	8940	Liezen	Steiermark	47.5833333	14.3166667	100	LI	56.36	664
43015856	61224	Michaelerberg	Michaelerberg	8962, 8965	Liezen	Steiermark	47.4108333	13.8933333	423	LI	26.12	696
43015857	61224	Michaelerberg	Pruggern	8965	Liezen	Steiermark	47.4166667	13.8666667	100	LI	26.12	696
43015858	61225	Mitterberg	Gersdorf	8962	Liezen	Steiermark	46.8500000	15.2500000	111	LI	17.30	791
43015859	61225	Mitterberg	Mitterberg	8954, 8960, 8961, 8962	Liezen	Steiermark	47.4666667	14.9500000	411	LI	17.30	791
43015860	61225	Mitterberg	Salza	8954	Liezen	Steiermark	47.4666667	14.9500000	25	LI	17.30	791
43015861	61225	Mitterberg	Strimitzen	8960	Liezen	Steiermark	47.4666667	13.9833333	57	LI	17.30	791
43015862	61225	Mitterberg	Tipschern	8954	Liezen	Steiermark	47.4833333	13.9500000	42	LI	17.30	791
43015863	61225	Mitterberg	Unterlengdorf	8962	Liezen	Steiermark	47.4711111	13.9502778	54	LI	17.30	791
43015864	61226	Bad Mitterndorf	Bad Mitterndorf	8983	Liezen	Steiermark			1113	LI	112.38	809
43015865	61226	Bad Mitterndorf	Krungl	8983	Liezen	Steiermark	47.5500000	13.9666667	186	LI	112.38	809
43015866	61226	Bad Mitterndorf	Neuhofen	8983	Liezen	Steiermark	47.5500000	13.9333333	190	LI	112.38	809
43015867	61226	Bad Mitterndorf	Obersdorf	8983	Liezen	Steiermark	47.5666667	13.8833333	277	LI	112.38	809
43015868	61226	Bad Mitterndorf	Rödschitz	8983	Liezen	Steiermark	47.5666667	13.9166667	280	LI	112.38	809
43015869	61226	Bad Mitterndorf	Thörl	8983	Liezen	Steiermark	47.5166667	15.2166667	388	LI	112.38	809
43015870	61226	Bad Mitterndorf	Zauchen	8983	Liezen	Steiermark	47.5500000	13.9666667	352	LI	112.38	809
43015871	61226	Bad Mitterndorf	Sonnenalm	8983	Liezen	Steiermark			157	LI	112.38	809
43015872	61227	Niederöblarn	Gritschenberg	8960	Liezen	Steiermark	47.4833333	14.0333333	97	LI	20.95	678
43015873	61227	Niederöblarn	Moosberg auch Sonnberg	8960	Liezen	Steiermark	47.4666667	14.0166667	29	LI	20.95	678
43015874	61227	Niederöblarn	Niederöblarn	8960	Liezen	Steiermark	47.4666667	14.0166667	419	LI	20.95	678
43015875	61227	Niederöblarn	Straßerberg	8960	Liezen	Steiermark	47.4666667	14.0333333	13	LI	20.95	678
43015876	61228	Öblarn	Öblarn	8960	Liezen	Steiermark	47.4500000	13.9833333	1090	LI	49.16	668
43015877	61228	Öblarn	Sonnberg	8960	Liezen	Steiermark	47.4666667	15.4833333	101	LI	49.16	668
43015878	61229	Oppenberg	Oppenberg	8786	Liezen	Steiermark	47.4833333	14.2666667	277	LI	92.81	1006
43015879	61230	Palfau	Palfau	8923	Liezen	Steiermark	47.7000000	14.8000000	449	LI	58.04	574
43015880	61232	Pichl-Preunegg	Gleiming	8973	Liezen	Steiermark	47.4000000	13.6000000	147	LI	54.34	799
43015881	61232	Pichl-Preunegg	Pichl	8973, 8974	Liezen	Steiermark	47.2000000	15.6666667	38	LI	54.34	799
43015882	61232	Pichl-Preunegg	Preunegg	8970, 8973	Liezen	Steiermark	47.4000000	13.6166667	143	LI	54.34	799
43015883	61233	Pichl-Kainisch	Äußere Kainisch	8984	Liezen	Steiermark	47.5666667	13.8333333	289	LI	29.84	803
43015884	61233	Pichl-Kainisch	Knoppen	8983, 8984	Liezen	Steiermark	47.5666667	13.8666667	205	LI	29.84	803
43015885	61233	Pichl-Kainisch	Mühlreith	8984	Liezen	Steiermark	47.5500000	13.8500000	75	LI	29.84	803
43015886	61233	Pichl-Kainisch	Pichl	8984	Liezen	Steiermark	47.2000000	15.6666667	38	LI	29.84	803
43015887	61234	Pruggern	Pruggern	8962, 8965	Liezen	Steiermark	47.4166667	13.8666667	100	LI	21.76	681
43015888	61235	Pürgg-Trautenfels	Pürgg	8951, 8982	Liezen	Steiermark	47.5333333	14.0666667	198	LI	62.77	650
43015889	61235	Pürgg-Trautenfels	Trautenfels	8951	Liezen	Steiermark			157	LI	62.77	650
43015890	61235	Pürgg-Trautenfels	Unterburg	8951	Liezen	Steiermark	47.5333333	14.0666667	312	LI	62.77	650
43015891	61235	Pürgg-Trautenfels	Untergrimming	8951	Liezen	Steiermark	47.5333333	14.0666667	135	LI	62.77	650
43015892	61235	Pürgg-Trautenfels	Zlem	8982	Liezen	Steiermark	47.5500000	14.0333333	212	LI	62.77	650
43015893	61236	Ramsau am Dachstein	Ramsau	8972	Liezen	Steiermark	47.4166667	13.6500000	1020	LI	75.40	1135
43015894	61236	Ramsau am Dachstein	Ramsauleiten	8972	Liezen	Steiermark			1320	LI	75.40	1135
43015895	61236	Ramsau am Dachstein	Schildlehen	8972	Liezen	Steiermark	47.4333333	13.6166667	361	LI	75.40	1135
43015896	61237	Rohrmoos-Untertal	Fastenberg	8970	Liezen	Steiermark			153	LI	146.34	900
43015897	61237	Rohrmoos-Untertal	Obertal	8970	Liezen	Steiermark	47.4500000	15.1000000	28	LI	146.34	900
43015898	61237	Rohrmoos-Untertal	Rohrmoos	8970, 8973	Liezen	Steiermark	47.4000000	13.6500000	926	LI	146.34	900
43015899	61237	Rohrmoos-Untertal	Untertal	8970	Liezen	Steiermark	47.4500000	15.1833333	235	LI	146.34	900
43015900	61238	Rottenmann	Bärndorf	8786	Liezen	Steiermark	46.9500000	15.5666667	294	LI	112.51	681
43015901	61238	Rottenmann	Edlach	8786	Liezen	Steiermark	47.5000000	14.4333333	106	LI	112.51	681
43015902	61238	Rottenmann	Singsdorf	8786	Liezen	Steiermark	47.5000000	14.4000000	204	LI	112.51	681
43015903	61238	Rottenmann	Boder	8786	Liezen	Steiermark	47.5333333	14.3666667	910	LI	112.51	681
43015904	61238	Rottenmann	Bruckmühl	8786	Liezen	Steiermark	47.5333333	14.3333333	703	LI	112.51	681
43015905	61238	Rottenmann	Büschendorf	8786	Liezen	Steiermark	47.5333333	14.4000000	177	LI	112.51	681
43015906	61238	Rottenmann	Klamm	8786	Liezen	Steiermark	47.1833333	15.4666667	139	LI	112.51	681
43015907	61238	Rottenmann	Rottenmann	8786	Liezen	Steiermark	47.1500000	14.1166667	2199	LI	112.51	681
43015908	61238	Rottenmann	Sankt Georgen	8786	Liezen	Steiermark	47.3333333	15.6666667	285	LI	112.51	681
43015909	61238	Rottenmann	Strechau	8786	Liezen	Steiermark	47.5166667	14.3333333	148	LI	112.51	681
43015910	61238	Rottenmann	Strechen	8786	Liezen	Steiermark	47.4666667	14.3500000	21	LI	112.51	681
43015911	61238	Rottenmann	Villmannsdorf	8786	Liezen	Steiermark	47.5166667	14.3333333	303	LI	112.51	681
43015912	61239	Sankt Gallen	Bergerviertel	8932, 8933	Liezen	Steiermark	47.6833333	14.6000000	141	LI	61.01	515
43015913	61239	Sankt Gallen	Oberreith	8933	Liezen	Steiermark	47.2833333	15.4333333	409	LI	61.01	515
43015914	61239	Sankt Gallen	Reiflingviertel	8933	Liezen	Steiermark	47.6833333	14.6000000	153	LI	61.01	515
43015915	61239	Sankt Gallen	Sankt Gallen	8932, 8933	Liezen	Steiermark	47.6833333	14.6000000	815	LI	61.01	515
43015916	61240	Sankt Martin am Grimming	Diemlern	8954	Liezen	Steiermark	47.4833333	14.0000000	147	LI	37.62	716
43015917	61240	Sankt Martin am Grimming	Oberlengdorf	8962	Liezen	Steiermark	47.4730556	13.9433333	116	LI	37.62	716
43015918	61240	Sankt Martin am Grimming	Salza	8954	Liezen	Steiermark	47.4833333	13.9833333	25	LI	37.62	716
43015919	61240	Sankt Martin am Grimming	Sankt Martin am Grimming	8954	Liezen	Steiermark	47.4833333	13.9833333	235	LI	37.62	716
43015920	61240	Sankt Martin am Grimming	Tipschern	8954	Liezen	Steiermark	47.4833333	13.9500000	42	LI	37.62	716
43015921	61240	Sankt Martin am Grimming	Unterlengdorf	8962	Liezen	Steiermark	47.4711111	13.9502778	54	LI	37.62	716
43015922	61241	Sankt Nikolai im Sölktal	Sankt Nikolai im Sölktal	8961	Liezen	Steiermark	47.3166667	14.0500000	517	LI	135.38	1023
43015923	61242	Schladming	Klaus	8970	Liezen	Steiermark	47.7333333	15.0000000	973	LI	10.31	750
43015924	61242	Schladming	Schladming	8970	Liezen	Steiermark	47.3833333	13.6833333	3597	LI	10.31	750
43015925	61243	Selzthal	Neulassing	8900	Liezen	Steiermark	47.5500000	14.3000000	433	LI	16.71	636
43015926	61243	Selzthal	Selzthal	8900	Liezen	Steiermark	47.5500000	14.3333333	1404	LI	16.71	636
43015927	61243	Selzthal	Versbichl	8786, 8900	Liezen	Steiermark	47.5333333	14.3166667	110	LI	16.71	636
43015928	61244	Stainach	Niederhofen	8950	Liezen	Steiermark	47.5333333	14.1166667	84	LI	10.26	655
43015929	61244	Stainach	Stainach	8950	Liezen	Steiermark	47.5333333	14.1000000	1945	LI	10.26	655
43015930	61245	Tauplitz	Furt	8982	Liezen	Steiermark	47.5500000	14.0000000	185	LI	53.88	896
43015931	61245	Tauplitz	Klachau	8982	Liezen	Steiermark	47.5500000	14.0000000	214	LI	53.88	896
43015932	61245	Tauplitz	Tauplitz	8982	Liezen	Steiermark	47.5500000	14.0000000	576	LI	53.88	896
43015933	61245	Tauplitz	Tauplitzalm	8982	Liezen	Steiermark	47.5500000	14.0000000	27	LI	53.88	896
43015934	61246	Treglwang	Furth	8781, 8782	Liezen	Steiermark	46.8500000	15.2333333	141	LI	36.24	745
43015935	61246	Treglwang	Treglwang	8782	Liezen	Steiermark	47.4666667	14.5833333	360	LI	36.24	745
43015936	61247	Trieben	Dietmannsdorf bei Trieben	8784	Liezen	Steiermark	47.5000000	14.4666667	521	LI	45.54	709
43015937	61247	Trieben	Sankt Lorenzen im Paltental	8784	Liezen	Steiermark	47.5000000	14.4500000	374	LI	45.54	709
43015938	61247	Trieben	Schwarzenbach	8784	Liezen	Steiermark	47.6166667	14.4666667	187	LI	45.54	709
43015939	61247	Trieben	Trieben	8784	Liezen	Steiermark	47.4833333	14.4833333	2726	LI	45.54	709
43015940	61248	Weißenbach an der Enns	Bichl	8932	Liezen	Steiermark	47.7166667	14.6333333	67	LI	68.58	428
43015941	61248	Weißenbach an der Enns	Breitau	8933	Liezen	Steiermark	47.7166667	14.6333333	33	LI	68.58	428
43015942	61248	Weißenbach an der Enns	Oberlaussa	8934	Liezen	Steiermark	47.7166667	14.6333333	0	LI	68.58	428
43015943	61248	Weißenbach an der Enns	Unterlaussa	8934	Liezen	Steiermark	47.7166667	14.6333333	51	LI	68.58	428
43015944	61248	Weißenbach an der Enns	Weißenbach an der Enns	8932	Liezen	Steiermark	47.7166667	14.6333333	369	LI	68.58	428
43015945	61248	Weißenbach an der Enns	Wolfsbachau	8932	Liezen	Steiermark	47.7166667	14.6333333	37	LI	68.58	428
43015946	61249	Weißenbach bei Liezen	Weißenbach bei Liezen	8940	Liezen	Steiermark	47.5666667	14.2166667	1158	LI	35.82	654
43015947	61250	Weng bei Admont	Gstatterboden	8913	Liezen	Steiermark	47.6000000	14.6333333	58	LI	75.63	653
43015948	61250	Weng bei Admont	Weng bei Admont	8911	Liezen	Steiermark	47.5833333	14.5000000	0	LI	75.63	653
43015949	61251	Wildalpen	Wildalpen	8924	Liezen	Steiermark	47.6500000	14.9833333	602	LI	203.09	607
43015950	61252	Wörschach	Maitschern	8942	Liezen	Steiermark	47.5500000	14.1333333	411	LI	42.88	650
43015951	61252	Wörschach	Wörschach	8942	Liezen	Steiermark	47.5500000	14.1500000	786	LI	42.88	650
